title,description,difficulty,prep_time,cook_time,servings,ingredients,instructions,calories,protein,fats,carbs,tags,source_url
"Crispy potato galette with smoked salmon","Fresh from the oven, straight onto your plate: this potato galette with crispy edges is just what you need right now!","medium",20,50,6,"[{""name"":""waxy potatoes"",""amount"":""1.25"",""unit"":""kg"",""category"":""key"",""substitutes"":[],""notes"":""""},{""name"":""butter"",""amount"":""80"",""unit"":""g"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""garlic"",""amount"":""1"",""unit"":""clove"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""Parmesan cheese"",""amount"":""100"",""unit"":""g"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""crème fraîche"",""amount"":""120"",""unit"":""g"",""category"":""important"",""substitutes"":[""sour cream""],""notes"":""""},{""name"":""dill"",""amount"":""15"",""unit"":""g"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""lemon"",""amount"":""0.5"",""unit"":""unit"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""smoked salmon"",""amount"":""225"",""unit"":""g"",""category"":""key"",""substitutes"":[],""notes"":""""},{""name"":""red onion"",""amount"":""1"",""unit"":""unit"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""capers"",""amount"":""30"",""unit"":""g"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""chives"",""amount"":""10"",""unit"":""g"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""salt"",""amount"":"""",""unit"":"""",""category"":""base"",""substitutes"":[],""notes"":""""},{""name"":""pepper"",""amount"":"""",""unit"":"""",""category"":""base"",""substitutes"":[],""notes"":""""}]","[""Preheat oven to 200°C/392°F on top/bottom heat."",""Peel and slice potatoes into approx. 2 mm/ 0.08 in. thick slices, or use a mandoline."",""Peel and chop garlic. Melt butter in a small pot over medium heat, and add garlic."",""In a bowl, mix garlic butter and sliced potatoes well, seasoning generously with salt and pepper."",""Grate Parmesan finely."",""In a cast iron pan (or baking dish) with approx. 26 cm/ 10 in. diameter, arrange potato slices in overlapping circles."",""Sprinkle some Parmesan over each layer, until all slices are used. Optionally; use parchment paper to avoid sticking, but the best browning will be done without it."",""Bake galette in the oven for approx. 60–80 min. until golden brown and crispy."",""In the meantime, peel and cut onion into thin strips. Slice chives into fine rings and chop dill finely. Drain and rinse capers. Grate some zest, and halve lemon."",""In a bowl, mix crème fraîche, dill, lemon zest, juice of half the lemon, salt, and pepper, then set aside."",""Cut smoked salmon into bite-sized slices."",""After baking, take the galette out of the oven and let it cool briefly, then carefully transfer to a serving platter."",""Spread the crème fraîche mix on top and garnish with smoked salmon slices, onion strips, capers, and chives. Serve immediately.""]",441,18,25,32,"main,french,fish","https://www.kitchenstories.com/en/recipes/crispy-potato-galette-with-smoked-salmon"
"Flavorful carrot salad with crispy Beluga lentils","This carrot salad with crispy Beluga lentils really has it all: It's packed with textures and flavors, and it's both filling and light as a satisfying main.","easy",30,15,4,"[{""name"":""beluga lentils"",""amount"":""250"",""unit"":""g"",""category"":""key"",""substitutes"":[""green lentils""],""notes"":""""},{""name"":""carrots"",""amount"":""400"",""unit"":""g"",""category"":""key"",""substitutes"":[],""notes"":""""},{""name"":""olive oil"",""amount"":""8"",""unit"":""tbsp"",""category"":""base"",""substitutes"":[],""notes"":""""},{""name"":""red onion"",""amount"":""1"",""unit"":"""",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""dried apricots"",""amount"":""8"",""unit"":"""",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""hazelnuts"",""amount"":""60"",""unit"":""g"",""category"":""flavor"",""substitutes"":[""almonds""],""notes"":""""},{""name"":""parsley"",""amount"":""20"",""unit"":""g"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""ras el hanout"",""amount"":""2"",""unit"":""tsp"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""maple syrup"",""amount"":""2"",""unit"":""tsp"",""category"":""flavor"",""substitutes"":[""honey""],""notes"":""""},{""name"":""lemon zest"",""amount"":""1"",""unit"":""tsp"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""sherry vinegar"",""amount"":""3"",""unit"":""tbsp"",""category"":""flavor"",""substitutes"":[""red wine vinegar""],""notes"":""""},{""name"":""salt"",""amount"":"""",""unit"":"""",""category"":""base"",""substitutes"":[],""notes"":""""},{""name"":""pepper"",""amount"":"""",""unit"":"""",""category"":""base"",""substitutes"":[],""notes"":""""}]","[""Preheat oven to 220°C/425°F. Cook lentils according to package instructions and drain. Then, spread lentils on a baking sheet lined with parchment paper, drizzle with ¼ of the olive oil, season to taste with salt, and roast in the preheated oven at 220°C/425°F for approx. 15 min., until they are slightly crispy. Flip halfway through if desired."",""In the meantime, peel carrots with a vegetable peeler and cut into fine strips. Halve red onion and slice into fine rings. Cut dried apricots also into fine strips and add everything to a serving bowl. Roughly chop hazelnut and parsley and set aside. If desired, cut chili into fine, diagonal rings."",""Heat remaining olive oil in a small pan, add hazelnuts and Ras el Hanout, and briefly sear until fragrant. Pour nut-oil mixture over the ingredients in the serving bowl. Add maple syrup, lemon zest, and sherry vinegar. Season to taste with salt and pepper. Toss everything well together."",""Remove roasted lentils from the oven and add them to the serving bowl along with parsley. Carefully toss everything again, re-season with salt and pepper. If desired, garnish with chili and either serve immediately while still warm or let it rest in the fridge.""]",659,20,37,67,"vegan,salad,middle-eastern,main","https://www.kitchenstories.com/en/recipes/flavorful-carrot-salad-with-crispy-beluga-lentils"
"Fried pumpkin and chorizo pasta","Fall season is all about being cozy, and nothing is cozier than seeing your orecchiette pasta hugging fried pumpkin pieces and chorizo pieces on your plate.","easy",30,0,2,"[{""name"":""Hokkaido pumpkins"",""amount"":""200"",""unit"":""g"",""category"":""key"",""substitutes"":[""butternut squash""],""notes"":""""},{""name"":""onion"",""amount"":""1"",""unit"":"""",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""garlic"",""amount"":""2"",""unit"":""cloves"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""olive oil"",""amount"":""2"",""unit"":""tbsp"",""category"":""base"",""substitutes"":[],""notes"":""""},{""name"":""chorizo"",""amount"":""150"",""unit"":""g"",""category"":""key"",""substitutes"":[""spicy sausage""],""notes"":""""},{""name"":""thyme"",""amount"":""3"",""unit"":""sprigs"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""chicken stock"",""amount"":""200"",""unit"":""g"",""category"":""important"",""substitutes"":[""vegetable stock""],""notes"":""""},{""name"":""orecchiette"",""amount"":""250"",""unit"":""g"",""category"":""key"",""substitutes"":[""pasta shells""],""notes"":""""},{""name"":""Parmesan cheese"",""amount"":""50"",""unit"":""g"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""salt"",""amount"":"""",""unit"":"""",""category"":""base"",""substitutes"":[],""notes"":""""},{""name"":""pepper"",""amount"":"""",""unit"":"""",""category"":""base"",""substitutes"":[],""notes"":""""}]","[""Dice onion and finely chop garlic. Halve pumpkin, deseed, dice the flesh and set aside. Heat olive oil in a large pan. Peel the casing off chorizo, add to pan and sear it until it's lightly browned. Then remove from pan."",""Heat more olive oil in the same pan and add onions. Fry over medium heat until translucent and add garlic and thyme to fry for approx. 1 more min. Then, add pumpkin and chorizo and continue stir-frying for approx. 3 more min. Add broth and simmer with the lid on over low heat until the pumpkin is soft."",""Meanwhile, cook pasta according to package instructions but drain approx. 2 min. before it's al dente, reserving some pasta water aside. Add drained pasta and pasta water to the pan of other ingredients and bring to a boil. Add salt and pepper and let it boil and stir for approx. 2 min. until you have a creamy consistency. Finally stir in grated Parmesan right before serving. Garnish with fresh thyme leaves and more Parmesan to taste.""]",1006,39,47,107,"pasta,main,autumn,comfort-food","https://www.kitchenstories.com/en/recipes/fried-pumpkin-and-chorizo-pasta"
"Easy tempeh stir-fry with crunchy veggies","Quick to make, packed with flavor and, thanks to tempeh, full of good plant protein.","easy",30,5,2,"[{""name"":""tempeh"",""amount"":""200"",""unit"":""g"",""category"":""key"",""substitutes"":[""tofu""],""notes"":""""},{""name"":""broccolini"",""amount"":""200"",""unit"":""g"",""category"":""important"",""substitutes"":[""broccoli""],""notes"":""""},{""name"":""red bell pepper"",""amount"":""1"",""unit"":"""",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""scallions"",""amount"":""2"",""unit"":"""",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""garlic"",""amount"":""2"",""unit"":""cloves"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""ginger"",""amount"":""10"",""unit"":""g"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""starch"",""amount"":""1"",""unit"":""tbsp"",""category"":""important"",""substitutes"":[""cornstarch""],""notes"":""""},{""name"":""soy sauce"",""amount"":""2"",""unit"":""tbsp"",""category"":""flavor"",""substitutes"":[""tamari""],""notes"":""""},{""name"":""sweet chili sauce"",""amount"":""2"",""unit"":""tbsp"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""water"",""amount"":""4"",""unit"":""tbsp"",""category"":""base"",""substitutes"":[],""notes"":""""},{""name"":""baby spinach"",""amount"":""75"",""unit"":""g"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""sesame oil"",""amount"":""2"",""unit"":""tbsp"",""category"":""flavor"",""substitutes"":[],""notes"":""""}]","[""Cut broccolini into bite-sized pieces, slice bell pepper into strips, and thinly slice scallions, keeping the white and green parts separate. Finely chop garlic and ginger. Cut tempeh into bite-sized pieces, place in a bowl, dust with half the cornstarch, and toss gently."",""Heat vegetable oil in a large pan or wok. Fry tempeh for approx. 5 min. until golden brown on all sides, then remove and set aside. In the remaining oil, sauté broccolini, bell pepper, scallion whites, garlic, and ginger for approx. 3–4 min."",""Mix soy sauce, sweet chili sauce, and the remaining cornstarch with water, then add to the veggies. Let simmer briefly, then stir in tempeh and baby spinach. Season with more soy sauce to taste. Finish with a drizzle of sesame oil and sprinkle scallion greens and sesame seeds on top. Serve with cooked jasmine rice.""]",365,27,14,38,"vegan,asian,stir-fry,main","https://www.kitchenstories.com/en/recipes/easy-tempeh-stir-fry-with-crunchy-veggies"
"Warm bulgur salad with roasted zucchini and radicchio","Let bulgur salad prove itself to be a really cozy dish, and you'll be prepared for any cold day that's coming your way.","medium",25,25,4,"[{""name"":""bulgur"",""amount"":""200"",""unit"":""g"",""category"":""key"",""substitutes"":[""quinoa"",""couscous""],""notes"":""""},{""name"":""water"",""amount"":""400"",""unit"":""ml"",""category"":""base"",""substitutes"":[],""notes"":""""},{""name"":""zucchini"",""amount"":""2"",""unit"":"""",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""canned chickpeas"",""amount"":""240"",""unit"":""g"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""garlic"",""amount"":""2"",""unit"":""cloves"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""red grapes"",""amount"":""200"",""unit"":""g"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""olive oil"",""amount"":""3"",""unit"":""tbsp"",""category"":""base"",""substitutes"":[],""notes"":""""},{""name"":""radicchio"",""amount"":""1"",""unit"":"""",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""butter"",""amount"":""40"",""unit"":""g"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""pine nuts"",""amount"":""40"",""unit"":""g"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""parsley"",""amount"":""10"",""unit"":""g"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""lemon"",""amount"":""1"",""unit"":"""",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""honey"",""amount"":""1"",""unit"":""tbsp"",""category"":""flavor"",""substitutes"":[""maple syrup""],""notes"":""""},{""name"":""salt"",""amount"":"""",""unit"":"""",""category"":""base"",""substitutes"":[],""notes"":""""},{""name"":""pepper"",""amount"":"""",""unit"":"""",""category"":""base"",""substitutes"":[],""notes"":""""}]","[""Preheat the oven to 200°C/392°F on top/bottom heat. Put bulgur and water in a pot, bring to a boil, and simmer on low heat for approx. 10 min. Then, let rest for approx. 5 min. until it absorbs all the water."",""Cut zucchini into approx. 1 cm/4 in. thick slices. Rinse chickpeas and drain. Peel and finely chop garlic. Mix zucchini, chickpeas, grapes, garlic, olive oil, salt, and pepper in a bowl. Place all on a baking sheet lined with parchment paper and roast for approx. 20–25 min. until lightly browned in the oven."",""Meanwhile, quarter radicchio, remove the stalk and cut into coarse pieces. Melt butter in a large pan and let it slightly brown. Add pine nuts, and radicchio and sauté while stirring for approx. 1 min. and remove from heat. Season with salt and pepper and let rest."",""Roughly chop parsley. Zest lemon and squeeze out its juice. Whisk lemon juice, olive oil, honey, salad, and pepper in a small bowl for the dressing. Put bulgur in a large bowl, add roasted vegetables, and radicchio with pine nuts. Drizzle the dressing over, add in parsley and lemon zest and mix carefully. Serve warm.""]",0,0,0,0,"vegetarian,salad,mediterranean,main","https://www.kitchenstories.com/en/recipes/warm-bulgur-salad-with-roasted-zucchini-and-radicchio"
"Easy butter bean curry with pumpkin","Creamy, nourishing, and full of comfort! This curry with pumpkin, butter beans, and coconut milk is just the thing when you're craving extra warmth on a chilly day.","easy",30,15,2,"[{""name"":""Hokkaido pumpkins"",""amount"":""400"",""unit"":""g"",""category"":""key"",""substitutes"":[""butternut squash""],""notes"":""""},{""name"":""onion"",""amount"":""1"",""unit"":"""",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""garlic"",""amount"":""1"",""unit"":""clove"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""ginger"",""amount"":""5"",""unit"":""g"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""curry powder"",""amount"":""1"",""unit"":""tsp"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""ground cumin"",""amount"":""0.5"",""unit"":""tsp"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""ground turmeric"",""amount"":""0.5"",""unit"":""tsp"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""ground coriander"",""amount"":""0.5"",""unit"":""tsp"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""canned diced tomatoes"",""amount"":""400"",""unit"":""g"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""vegetable broth"",""amount"":""175"",""unit"":""ml"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""canned butter beans"",""amount"":""400"",""unit"":""g"",""category"":""key"",""substitutes"":[""lima beans"",""cannellini beans""],""notes"":""""},{""name"":""coconut milk"",""amount"":""140"",""unit"":""ml"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""salt"",""amount"":"""",""unit"":"""",""category"":""base"",""substitutes"":[],""notes"":""""}]","[""Wash the Hokkaido pumpkin, cut it in half, remove the seeds, and dice it."",""Peel and finely chop the onion, garlic, and ginger."",""Heat olive oil in a large pot over medium heat."",""Add the onion, garlic, and ginger and sauté until the onion turns translucent."",""Stir in the spices and fry for approx. 30 sec., stirring, until fragrant."",""Add the diced pumpkin and the crushed tomatoes to the pot."",""Pour in the vegetable broth and coconut milk, then bring everything to a boil."",""Reduce the heat, cover, and let the pumpkin simmer for approx. 10–15 min. until tender."",""Using an immersion blender or a stand mixer, purée about half of the pumpkin-tomato mixture until smooth."",""Rinse and wash the butter beans, then add to the pot, and stir well."",""Season the sauce with salt and let it simmer for approx. 5 min. to allow the flavors to meld."",""Serve the butter bean pumpkin curry with basmati rice and naan bread and garnish with fresh cilantro, if desired.""]",478,14,14,80,"vegan,curry,indian,main","https://www.kitchenstories.com/en/recipes/easy-butter-bean-curry-with-pumpkin"
"Pasta al Ragù Bianco","Ragù Bianco is a gentler, lighter sister to the all-time classic Bolognese. It skips tomatoes but adds white wine, fresh herbs, and butter for that silky creaminess.","easy",60,60,4,"[{""name"":""pappardelle pasta"",""amount"":""500"",""unit"":""g"",""category"":""key"",""substitutes"":[""tagliatelle""],""notes"":""""},{""name"":""mixed ground meat"",""amount"":""500"",""unit"":""g"",""category"":""key"",""substitutes"":[],""notes"":""""},{""name"":""Italian sausages"",""amount"":""150"",""unit"":""g"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""pancetta"",""amount"":""75"",""unit"":""g"",""category"":""important"",""substitutes"":[""bacon""],""notes"":""""},{""name"":""carrot"",""amount"":""1"",""unit"":"""",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""celery"",""amount"":""1"",""unit"":"""",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""onion"",""amount"":""1"",""unit"":"""",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""dry white wine"",""amount"":""200"",""unit"":""ml"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""beef stock"",""amount"":""200"",""unit"":""ml"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""thyme"",""amount"":""3"",""unit"":""sprigs"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""sage"",""amount"":""2"",""unit"":""sprigs"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""rosemary"",""amount"":""1"",""unit"":""sprig"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""lemon zest"",""amount"":""2"",""unit"":""tsp"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""butter (for serving)"",""amount"":""50"",""unit"":""g"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""salt"",""amount"":"""",""unit"":"""",""category"":""base"",""substitutes"":[],""notes"":""""},{""name"":""pepper"",""amount"":"""",""unit"":"""",""category"":""base"",""substitutes"":[],""notes"":""""}]","[""Finely dice carrot, celery, and onion. Remove salsiccia from its casing. Heat some olive oil in a large pot or Dutch oven. Fry pancetta and salsiccia for approx. 3 min. Add ground meat and cook for approx. 5 min more, seasoning with salt and pepper."",""Add diced vegetables to the meat and sauté over medium heat for approx. 5–7 min. Deglaze with white wine and let reduce for approx. 3 min. Pour in beef stock once it's reduced. Add thyme, sage, rosemary, and bay leaf."",""Let ragù simmer over low heat for approx. 45–60 min., half time covered, other half uncovered. Add more beef stock if needed. Just before it's done, stir in butter to make a silky and glossy sauce."",""Towards the end of ragù's cooking time, cook pappardelle in generously salted water until al dente. Reserve a little pasta water, drain pasta, and add to ragù. Mix it all well. Finely grate lemon zest and stir half of it in. Top with freshly grated Parmesan and remaining lemon zest and serve immediately.""]",1100,48,57,97,"pasta,italian,main","https://www.kitchenstories.com/en/recipes/pasta-al-ragu-bianco"
"Creamy 15-minute marry me chickpeas","Creamy, spicy, filling, and simply irresistible! This chickpea skillet is our meatless answer to the food trend Marry Me Chicken.","easy",15,0,3,"[{""name"":""canned chickpeas"",""amount"":""480"",""unit"":""g"",""category"":""key"",""substitutes"":[""white beans""],""notes"":""""},{""name"":""onion"",""amount"":""1"",""unit"":"""",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""garlic"",""amount"":""2 cloves"",""unit"":"""",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""sun-dried tomatoes"",""amount"":""60"",""unit"":""g"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""tomato paste"",""amount"":""2"",""unit"":""tbsp"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""vegetable broth"",""amount"":""200"",""unit"":""ml"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""light crème fraîche"",""amount"":""200"",""unit"":""g"",""category"":""important"",""substitutes"":[""sour cream""],""notes"":""""},{""name"":""Parmesan cheese (grated)"",""amount"":""60"",""unit"":""g"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""olive oil"",""amount"":""2"",""unit"":""tbsp"",""category"":""base"",""substitutes"":[],""notes"":""""},{""name"":""dried thyme"",""amount"":""0.5"",""unit"":""tsp"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""chili flakes (optional)"",""amount"":""0.5"",""unit"":""tsp"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""baby spinach"",""amount"":""50"",""unit"":""g"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""salt"",""amount"":"""",""unit"":"""",""category"":""base"",""substitutes"":[],""notes"":""""},{""name"":""pepper"",""amount"":"""",""unit"":"""",""category"":""base"",""substitutes"":[],""notes"":""""}]","[""Peel and finely dice onion and chop garlic. Roughly chop sun-dried tomatoes. Heat olive oil in a large skillet over medium heat. Sauté onion and garlic for approx. 3 min. until softened. Add tomato paste and sun-dried tomatoes and sauté for approx. 1–2 min. more. Then deglaze with vegetable stock."",""Rinse and drain chickpeas. Add chickpeas to the skillet along with light crème fraîche, ¾ of Parmesan, thyme, and chili flakes to taste. Stir well and let simmer over low heat for approx. 5–7 min. until the sauce is creamy. Season with salt and pepper."",""Fold baby spinach into the sauce and let it wilt for approx. 1–2 min. To serve, top with extra Parmesan and, if desired, a sprinkle of chili flakes.""]",796,33,36,86,"vegetarian,one-pot,main,quick","https://www.kitchenstories.com/en/recipes/creamy-15-minute-marry-me-chickpeas"
"Bang bang salmon bowl","After a long day, you're craving something quick and healthy-ish that still feels like a hug in a bowl? This bang bang salmon has you covered!","medium",20,10,2,"[{""name"":""salmon fillets"",""amount"":""2"",""unit"":"""",""category"":""key"",""substitutes"":[],""notes"":""""},{""name"":""mayonnaise"",""amount"":""80"",""unit"":""ml"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""sweet chili sauce"",""amount"":""30"",""unit"":""ml"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""Sriracha"",""amount"":""10"",""unit"":""ml"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""sweet paprika powder"",""amount"":""½"",""unit"":""tsp"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""garlic powder"",""amount"":""½"",""unit"":""tsp"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""olive oil"",""amount"":""15"",""unit"":""ml"",""category"":""base"",""substitutes"":[],""notes"":""""},{""name"":""rice"",""amount"":""180"",""unit"":""g"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""red cabbage"",""amount"":""50"",""unit"":""g"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""carrots"",""amount"":""50"",""unit"":""g"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""cucumber"",""amount"":""¼"",""unit"":"""",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""edamame beans"",""amount"":""80"",""unit"":""g"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""avocado"",""amount"":""1"",""unit"":"""",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""black sesame seeds"",""amount"":""½"",""unit"":""tbsp"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""salt"",""amount"":"""",""unit"":"""",""category"":""base"",""substitutes"":[],""notes"":""""},{""name"":""pepper"",""amount"":"""",""unit"":"""",""category"":""base"",""substitutes"":[],""notes"":""""}]","[""Preheat the oven to 200 °C (top/bottom heat). In a large bowl, mix mayonnaise, sweet chili sauce, and Sriracha, then set aside. Cut the salmon into bite-sized pieces, season in a bowl with paprika powder, garlic powder, salt, and pepper, and mix well."",""Line a baking sheet with parchment paper. Spread the seasoned salmon on top, drizzle with oil, and bake in the oven for approx. 8–10 min. until cooked through and easily flaked. Meanwhile, cook the rice according to package instructions. At the same time, slice the red cabbage into very thin strips and peel and grate the carrots."",""Halve avocado and remove the pit, then slice. Slice the cucumber as well. Cook the edamame for approx. 2–3 min. according to package instructions, drain, remove from the pods and salt everything. Carefully mix the salmon with half of the bang bang sauce. Spoon rice into bowls and top with the vegetables and salmon. Garnish with coriander, the remaining sauce and sesame seeds, season to taste and serve.""]",1212,44,70,100,"fish,bowl,asian,main","https://www.kitchenstories.com/en/recipes/bang-bang-salmon-bowl"
"Mediterranean cabbage rolls with lentil zucchini filling","A satisfying dish that combines Mediterranean flavors with lentils and zucchini, perfect for mid-season nostalgia.","medium",35,25,4,"[{""name"":""pointed cabbage"",""amount"":""1"",""unit"":"""",""category"":""key"",""substitutes"":[""savoy cabbage""],""notes"":""""},{""name"":""zucchini"",""amount"":""1"",""unit"":"""",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""feta cheese"",""amount"":""200"",""unit"":""g"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""shallots"",""amount"":""3"",""unit"":"""",""category"":""important"",""substitutes"":[""onions""],""notes"":""""},{""name"":""olive oil"",""amount"":""2"",""unit"":""tbsp"",""category"":""base"",""substitutes"":[],""notes"":""""},{""name"":""lentils (cooked)"",""amount"":""300"",""unit"":""g"",""category"":""key"",""substitutes"":[],""notes"":""""},{""name"":""sweet paprika powder"",""amount"":""1"",""unit"":""tsp"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""canned crushed tomatoes"",""amount"":""400"",""unit"":""g"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""ajvar"",""amount"":""200"",""unit"":""g"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""Worcestershire sauce"",""amount"":""3"",""unit"":""tsp"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""salt"",""amount"":"""",""unit"":"""",""category"":""base"",""substitutes"":[],""notes"":""""},{""name"":""pepper"",""amount"":"""",""unit"":"""",""category"":""base"",""substitutes"":[],""notes"":""""}]","[""Preheat oven to 180°C/350°F with fan. Remove a leaf per roll from the cabbage, roll them flat, and blanch in boiling salted water for approx. 1–2 min. Then, immediately shock in ice water and drain well."",""Drain lentils through a sieve and rinse. Cut zucchini into approx. 1 cm. cubes and finely chop shallot. Crumble feta with your hands into a small bowl. Heat olive oil in a pan and sauté shallot for approx. 2 min. until translucent. Then, add zucchini and fry for approx. 5 min. more. Remove from heat, add lentils and feta, gently fold in and season with salt, pepper, and paprika."",""Place approx. 2 tbsp of filling on each cabbage leaf, fold in the sides, and roll tightly. Mix chopped tomatoes, ajvar, Worcestershire sauce, salt, and pepper in a baking dish. Place rolls seam-side down into the sauce. Dot rolls with some butter and bake for approx. 20–25 min. until golden brown. Take out of the oven and serve immediately while still hot.""]",631,32,27,76,"vegetarian,greek,mediterranean,main","https://www.kitchenstories.com/en/recipes/mediterranean-cabbage-rolls-with-lentil-zucchini-filling"
