title,description,difficulty,prep_time,cook_time,servings,ingredients,instructions,calories,protein,fats,carbs,tags,source_url
Lemon butter pasta,"This lemon butter pasta is light, bright, and ready in just 25 minutes. The perfect weeknight dinner!",easy,10,15,2,"[{""name"":""spaghetti"",""amount"":""250"",""unit"":""g"",""category"":""key"",""substitutes"":[""linguine"",""fettuccine"",""angel hair"",""bucatini""],""notes"":""""},{""name"":""2 lemons"",""amount"":"""",""unit"":"""",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""butter"",""amount"":""100"",""unit"":""g"",""category"":""important"",""substitutes"":[""margarine"",""coconut oil"",""olive oil"",""ghee""],""notes"":""""},{""name"":""garlic"",""amount"":""3"",""unit"":""cloves"",""category"":""flavor"",""substitutes"":[""garlic powder"",""shallots"",""garlic paste""],""notes"":""""},{""name"":""parmesan cheese"",""amount"":""50"",""unit"":""g"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""parsley"",""amount"":""5"",""unit"":""g"",""category"":""flavor"",""substitutes"":[""cilantro"",""chervil"",""celery leaves""],""notes"":""""},{""name"":""salt"",""amount"":"""",""unit"":"""",""category"":""base"",""substitutes"":[],""notes"":""""},{""name"":""pepper"",""amount"":"""",""unit"":"""",""category"":""important"",""substitutes"":[],""notes"":""""}]","[""Zest and juice the lemons"",""Finely chop the garlic"",""Roughly chop the parsley"",""Cook pasta according to package instructions until al dente"",""Drain the pasta, reserving 1 cup of pasta water"",""In the same pot, melt butter over medium heat"",""Add garlic and cook for approx"",""Add lemon zest and juice"",""Add the pasta and toss to combine, adding pasta water as needed to create a silky sauce"",""Stir in Parmesan cheese and season with salt and pepper"",""Serve with parsley and more Parmesan cheese""]",684,26,23,94,"italian,weeknight dinner,vegetarian,main,cheese,pasta,comfort food,meatless,european,savory,for two,dairy,sauteing",https://www.kitchenstories.com/en/recipes/lemon-butter-pasta
Pasta Puttanesca,"This classic Italian pasta puttanesca is bold, briny, and ready in 30 minutes. A true pantry hero!",easy,10,20,4,"[{""name"":""spaghetti"",""amount"":""400"",""unit"":""g"",""category"":""key"",""substitutes"":[""linguine"",""fettuccine"",""angel hair"",""bucatini""],""notes"":""""},{""name"":""1 can crushed tomatoes"",""amount"":"""",""unit"":"""",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""black olives"",""amount"":""100"",""unit"":""g"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""capers"",""amount"":""50"",""unit"":""g"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""4 anchovy fillets"",""amount"":"""",""unit"":"""",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""garlic"",""amount"":""4"",""unit"":""cloves"",""category"":""flavor"",""substitutes"":[""garlic powder"",""shallots"",""garlic paste""],""notes"":""""},{""name"":""parsley"",""amount"":""5"",""unit"":""g"",""category"":""flavor"",""substitutes"":[""cilantro"",""chervil"",""celery leaves""],""notes"":""""},{""name"":""olive oil"",""amount"":""3"",""unit"":""tbsp"",""category"":""base"",""substitutes"":[""vegetable oil"",""avocado oil"",""grapeseed oil"",""canola oil""],""notes"":""""},{""name"":""chili flakes"",""amount"":""1"",""unit"":""tsp"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""salt"",""amount"":"""",""unit"":"""",""category"":""base"",""substitutes"":[],""notes"":""""},{""name"":""pepper"",""amount"":"""",""unit"":"""",""category"":""important"",""substitutes"":[],""notes"":""""}]","[""Finely chop the garlic, anchovy fillets, and parsley"",""Slice the black olives"",""Heat olive oil in a large pan over medium heat"",""Add garlic, anchovies, and chili flakes and cook for approx"",""until fragrant"",""Add crushed tomatoes, black olives, and capers"",""Bring to a simmer and cook for approx"",""until the sauce has thickened"",""Season with salt and pepper"",""In the meantime, cook pasta according to package instructions until al dente"",""Drain the pasta, reserving some pasta water"",""Add the pasta to the sauce and toss to combine, adding pasta water as needed"",""Serve with parsley""]",538,20,18,74,"italian,weeknight dinner,main,pasta,comfort food,savory,for four,dairy free,lactose free,vegetables,sauteing",https://www.kitchenstories.com/en/recipes/pasta-puttanesca
Baked feta pasta with spinach,"A spinach twist on the viral TikTok feta pasta! Creamy, cheesy, and packed with greens. Ready in 45 minutes.",easy,10,35,4,"[{""name"":""pasta"",""amount"":""400"",""unit"":""g"",""category"":""key"",""substitutes"":[""rice noodles"",""egg noodles"",""zucchini noodles"",""spaghetti squash""],""notes"":""""},{""name"":""cherry tomatoes"",""amount"":""400"",""unit"":""g"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""feta cheese"",""amount"":""200"",""unit"":""g"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""spinach"",""amount"":""200"",""unit"":""g"",""category"":""important"",""substitutes"":[""kale"",""swiss chard"",""arugula"",""collard greens""],""notes"":""""},{""name"":""garlic"",""amount"":""4"",""unit"":""cloves"",""category"":""flavor"",""substitutes"":[""garlic powder"",""shallots"",""garlic paste""],""notes"":""""},{""name"":""olive oil"",""amount"":""60"",""unit"":""ml"",""category"":""base"",""substitutes"":[""vegetable oil"",""avocado oil"",""grapeseed oil"",""canola oil""],""notes"":""""},{""name"":""basil"",""amount"":""5"",""unit"":""g"",""category"":""flavor"",""substitutes"":[""oregano"",""parsley"",""cilantro"",""mint""],""notes"":""""},{""name"":""chili flakes"",""amount"":""1"",""unit"":""tsp"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""salt"",""amount"":"""",""unit"":"""",""category"":""base"",""substitutes"":[],""notes"":""""},{""name"":""pepper"",""amount"":"""",""unit"":"""",""category"":""important"",""substitutes"":[],""notes"":""""}]","[""Preheat the oven to 200°C/400°F"",""Place cherry tomatoes and whole garlic cloves in a baking dish"",""Place the block of feta cheese in the center"",""Drizzle with olive oil and season with chili flakes, salt, and pepper"",""Bake for approx"",""30 - 35 min"",""until tomatoes are bursting and feta is golden"",""In the meantime, cook pasta according to package instructions until al dente"",""Drain the pasta, reserving some pasta water"",""Remove the baking dish from the oven and mash the tomatoes, garlic, and feta together"",""Add spinach and stir until wilted"",""Add the pasta and toss to combine, adding pasta water as needed"",""Roughly chop the basil and stir into the pasta"",""Serve immediately""]",702,26,23,97,"italian,weeknight dinner,vegetarian,main,cheese,crowd pleaser,pasta,comfort food,meatless,european,savory,for four,dairy,vegetables,baking",https://www.kitchenstories.com/en/recipes/baked-feta-pasta-with-spinach
Garlic butter shrimp pasta,"This garlic butter shrimp pasta is rich, garlicky, and ready in just 25 minutes. Restaurant-quality at home!",easy,10,15,2,"[{""name"":""linguine"",""amount"":""250"",""unit"":""g"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""shrimp"",""amount"":""300"",""unit"":""g"",""category"":""key"",""substitutes"":[""prawns"",""scallops"",""lobster"",""crab""],""notes"":""""},{""name"":""butter"",""amount"":""100"",""unit"":""g"",""category"":""important"",""substitutes"":[""margarine"",""coconut oil"",""olive oil"",""ghee""],""notes"":""""},{""name"":""garlic"",""amount"":""6"",""unit"":""cloves"",""category"":""flavor"",""substitutes"":[""garlic powder"",""shallots"",""garlic paste""],""notes"":""""},{""name"":""1 lemon"",""amount"":"""",""unit"":"""",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""parsley"",""amount"":""5"",""unit"":""g"",""category"":""flavor"",""substitutes"":[""cilantro"",""chervil"",""celery leaves""],""notes"":""""},{""name"":""chili flakes"",""amount"":""1"",""unit"":""tsp"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""salt"",""amount"":"""",""unit"":"""",""category"":""base"",""substitutes"":[],""notes"":""""},{""name"":""pepper"",""amount"":"""",""unit"":"""",""category"":""important"",""substitutes"":[],""notes"":""""}]","[""Peel and devein the shrimp"",""Finely chop the garlic"",""Zest and juice the lemon"",""Roughly chop the parsley"",""Cook pasta according to package instructions until al dente"",""Drain the pasta, reserving 1 cup of pasta water"",""In a large pan, melt butter over medium-high heat"",""Add garlic and chili flakes and cook for approx"",""Add shrimp and cook for approx"",""until pink and cooked through"",""Add lemon zest and juice"",""Add the pasta and toss to combine, adding pasta water as needed"",""Season with salt and pepper"",""Serve with parsley""]",745,28,25,102,"italian,weeknight dinner,main,pasta,seafood,comfort food,savory,for two,dairy,sauteing",https://www.kitchenstories.com/en/recipes/garlic-butter-shrimp-pasta
Butternut squash pasta,"This creamy butternut squash pasta is sweet, savory, and perfect for fall. Ready in 50 minutes!",easy,20,30,4,"[{""name"":""pasta"",""amount"":""400"",""unit"":""g"",""category"":""key"",""substitutes"":[""rice noodles"",""egg noodles"",""zucchini noodles"",""spaghetti squash""],""notes"":""""},{""name"":""butternut squash"",""amount"":""600"",""unit"":""g"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""1 onion"",""amount"":"""",""unit"":"""",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""garlic"",""amount"":""3"",""unit"":""cloves"",""category"":""flavor"",""substitutes"":[""garlic powder"",""shallots"",""garlic paste""],""notes"":""""},{""name"":""heavy cream"",""amount"":""200"",""unit"":""ml"",""category"":""important"",""substitutes"":[""coconut cream"",""evaporated milk"",""half and half"",""milk and butter""],""notes"":""""},{""name"":""vegetable broth"",""amount"":""200"",""unit"":""ml"",""category"":""important"",""substitutes"":[""chicken broth"",""water with bouillon"",""mushroom broth""],""notes"":""""},{""name"":""parmesan cheese"",""amount"":""50"",""unit"":""g"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""nutmeg"",""amount"":""1"",""unit"":""tsp"",""category"":""flavor"",""substitutes"":[""mace"",""cinnamon"",""allspice""],""notes"":""""},{""name"":""sage"",""amount"":""5"",""unit"":""g"",""category"":""important"",""substitutes"":[""rosemary"",""thyme"",""marjoram""],""notes"":""""},{""name"":""olive oil"",""amount"":""2"",""unit"":""tbsp"",""category"":""base"",""substitutes"":[""vegetable oil"",""avocado oil"",""grapeseed oil"",""canola oil""],""notes"":""""},{""name"":""salt"",""amount"":"""",""unit"":"""",""category"":""base"",""substitutes"":[],""notes"":""""},{""name"":""pepper"",""amount"":"""",""unit"":"""",""category"":""important"",""substitutes"":[],""notes"":""""}]","[""Peel and dice the butternut squash"",""Finely chop the onion and garlic"",""Roughly chop the sage"",""Heat olive oil in a large pan over medium heat"",""Add onion and cook for approx"",""until softened"",""Add butternut squash and cook for approx"",""10 - 15 min"",""until tender"",""Add garlic and nutmeg and cook for approx"",""Add vegetable broth and simmer for approx"",""Use an immersion blender to puree the sauce until smooth"",""Add heavy cream and bring to a simmer"",""Stir in Parmesan cheese and season with salt and pepper"",""In the meantime, cook pasta according to package instructions until al dente"",""Drain the pasta, reserving some pasta water"",""Add the pasta to the sauce and toss to combine, adding pasta water as needed"",""Serve with sage and more Parmesan cheese""]",628,24,21,86,"italian,weeknight dinner,vegetarian,main,cheese,pasta,comfort food,meatless,european,savory,for four,dairy,vegetables,autumn,sauteing",https://www.kitchenstories.com/en/recipes/butternut-squash-pasta
Tuscan chicken pasta,"This Tuscan chicken pasta is creamy, garlicky, and loaded with sun-dried tomatoes and spinach. Ready in 40 minutes!",easy,15,25,4,"[{""name"":""penne"",""amount"":""400"",""unit"":""g"",""category"":""key"",""substitutes"":[""rigatoni"",""ziti"",""fusilli"",""farfalle""],""notes"":""""},{""name"":""chicken breast"",""amount"":""500"",""unit"":""g"",""category"":""key"",""substitutes"":[""turkey breast"",""pork tenderloin"",""tofu"",""seitan"",""chicken thighs""],""notes"":""""},{""name"":""sun-dried tomatoes in oil"",""amount"":""100"",""unit"":""g"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""spinach"",""amount"":""200"",""unit"":""g"",""category"":""important"",""substitutes"":[""kale"",""swiss chard"",""arugula"",""collard greens""],""notes"":""""},{""name"":""garlic"",""amount"":""3"",""unit"":""cloves"",""category"":""flavor"",""substitutes"":[""garlic powder"",""shallots"",""garlic paste""],""notes"":""""},{""name"":""heavy cream"",""amount"":""300"",""unit"":""ml"",""category"":""important"",""substitutes"":[""coconut cream"",""evaporated milk"",""half and half"",""milk and butter""],""notes"":""""},{""name"":""chicken broth"",""amount"":""100"",""unit"":""ml"",""category"":""key"",""substitutes"":[""vegetable broth"",""beef broth"",""bouillon"",""water with bouillon cube""],""notes"":""""},{""name"":""parmesan cheese"",""amount"":""50"",""unit"":""g"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""olive oil"",""amount"":""2"",""unit"":""tbsp"",""category"":""base"",""substitutes"":[""vegetable oil"",""avocado oil"",""grapeseed oil"",""canola oil""],""notes"":""""},{""name"":""italian seasoning"",""amount"":""1"",""unit"":""tsp"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""salt"",""amount"":"""",""unit"":"""",""category"":""base"",""substitutes"":[],""notes"":""""},{""name"":""pepper"",""amount"":"""",""unit"":"""",""category"":""important"",""substitutes"":[],""notes"":""""}]","[""Cut the chicken breast into bite-sized pieces and season with Italian seasoning, salt, and pepper"",""Finely chop the garlic and sun-dried tomatoes"",""Heat olive oil in a large pan over medium-high heat"",""Add chicken and cook for approx"",""until browned and cooked through"",""Remove from pan and set aside"",""In the same pan, add garlic and cook for approx"",""Add sun-dried tomatoes and cook for approx"",""Add chicken broth and heavy cream"",""Bring to a simmer and cook for approx"",""until the sauce has thickened"",""Add spinach and stir until wilted"",""Stir in Parmesan cheese and season with salt and pepper"",""Add the chicken back to the pan"",""In the meantime, cook pasta according to package instructions until al dente"",""Drain the pasta, reserving some pasta water"",""Add the pasta to the sauce and toss to combine, adding pasta water as needed""]",874,33,29,120,"italian,weeknight dinner,main,cheese,pasta,comfort food,savory,for four,dairy,chicken,vegetables,sauteing",https://www.kitchenstories.com/en/recipes/tuscan-chicken-pasta
Creamy tomato tortellini soup,"This creamy tomato tortellini soup is cozy, comforting, and ready in 30 minutes. Perfect for busy weeknights!",easy,10,20,4,"[{""name"":""cheese tortellini"",""amount"":""400"",""unit"":""g"",""category"":""key"",""substitutes"":[],""notes"":""""},{""name"":""1 can crushed tomatoes"",""amount"":"""",""unit"":"""",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""1 onion"",""amount"":"""",""unit"":"""",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""garlic"",""amount"":""3"",""unit"":""cloves"",""category"":""flavor"",""substitutes"":[""garlic powder"",""shallots"",""garlic paste""],""notes"":""""},{""name"":""vegetable broth"",""amount"":""600"",""unit"":""ml"",""category"":""important"",""substitutes"":[""chicken broth"",""water with bouillon"",""mushroom broth""],""notes"":""""},{""name"":""heavy cream"",""amount"":""200"",""unit"":""ml"",""category"":""important"",""substitutes"":[""coconut cream"",""evaporated milk"",""half and half"",""milk and butter""],""notes"":""""},{""name"":""parmesan cheese"",""amount"":""50"",""unit"":""g"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""basil"",""amount"":""5"",""unit"":""g"",""category"":""flavor"",""substitutes"":[""oregano"",""parsley"",""cilantro"",""mint""],""notes"":""""},{""name"":""olive oil"",""amount"":""2"",""unit"":""tbsp"",""category"":""base"",""substitutes"":[""vegetable oil"",""avocado oil"",""grapeseed oil"",""canola oil""],""notes"":""""},{""name"":""italian seasoning"",""amount"":""1"",""unit"":""tsp"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""salt"",""amount"":"""",""unit"":"""",""category"":""base"",""substitutes"":[],""notes"":""""},{""name"":""pepper"",""amount"":"""",""unit"":"""",""category"":""important"",""substitutes"":[],""notes"":""""}]","[""Finely chop the onion and garlic"",""Roughly chop the basil"",""Heat olive oil in a large pot over medium heat"",""Add onion and cook for approx"",""until softened"",""Add garlic and Italian seasoning and cook for approx"",""Add crushed tomatoes and vegetable broth"",""Bring to a boil, then reduce heat and simmer for approx"",""Stir in heavy cream and bring back to a simmer"",""Add tortellini and cook according to package instructions"",""Stir in Parmesan cheese and season with salt and pepper"",""Serve with basil and more Parmesan cheese""]",548,21,18,75,"italian,weeknight dinner,vegetarian,one pot,soup,main,cheese,pasta,comfort food,meatless,european,savory,for four,dairy,sauteing",https://www.kitchenstories.com/en/recipes/creamy-tomato-tortellini-soup
Lemon ricotta pasta,"This lemon ricotta pasta is creamy, bright, and ready in 25 minutes. Simple ingredients, maximum flavor!",easy,10,15,2,"[{""name"":""pasta"",""amount"":""250"",""unit"":""g"",""category"":""key"",""substitutes"":[""rice noodles"",""egg noodles"",""zucchini noodles"",""spaghetti squash""],""notes"":""""},{""name"":""ricotta cheese"",""amount"":""200"",""unit"":""g"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""2 lemons"",""amount"":"""",""unit"":"""",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""garlic"",""amount"":""3"",""unit"":""cloves"",""category"":""flavor"",""substitutes"":[""garlic powder"",""shallots"",""garlic paste""],""notes"":""""},{""name"":""parmesan cheese"",""amount"":""50"",""unit"":""g"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""basil"",""amount"":""5"",""unit"":""g"",""category"":""flavor"",""substitutes"":[""oregano"",""parsley"",""cilantro"",""mint""],""notes"":""""},{""name"":""olive oil"",""amount"":""3"",""unit"":""tbsp"",""category"":""base"",""substitutes"":[""vegetable oil"",""avocado oil"",""grapeseed oil"",""canola oil""],""notes"":""""},{""name"":""salt"",""amount"":"""",""unit"":"""",""category"":""base"",""substitutes"":[],""notes"":""""},{""name"":""pepper"",""amount"":"""",""unit"":"""",""category"":""important"",""substitutes"":[],""notes"":""""}]","[""Zest and juice the lemons"",""Finely chop the garlic"",""Roughly chop the basil"",""Cook pasta according to package instructions until al dente"",""Drain the pasta, reserving 1 cup of pasta water"",""In a large bowl, mix together ricotta cheese, lemon zest, lemon juice, and Parmesan cheese"",""In a pan, heat olive oil over medium heat"",""Add garlic and cook for approx"",""Add the pasta and ricotta mixture to the pan"",""Toss to combine, adding pasta water as needed to create a creamy sauce"",""Season with salt and pepper"",""Serve with basil and more Parmesan cheese""]",712,27,24,98,"italian,weeknight dinner,vegetarian,main,cheese,pasta,comfort food,meatless,european,savory,for two,dairy,sauteing",https://www.kitchenstories.com/en/recipes/lemon-ricotta-pasta
Brown butter sage pasta,"This brown butter sage pasta is nutty, aromatic, and ready in 25 minutes. Elegance in its simplicity!",easy,10,15,2,"[{""name"":""pasta"",""amount"":""250"",""unit"":""g"",""category"":""key"",""substitutes"":[""rice noodles"",""egg noodles"",""zucchini noodles"",""spaghetti squash""],""notes"":""""},{""name"":""butter"",""amount"":""100"",""unit"":""g"",""category"":""important"",""substitutes"":[""margarine"",""coconut oil"",""olive oil"",""ghee""],""notes"":""""},{""name"":""sage"",""amount"":""10"",""unit"":""g"",""category"":""important"",""substitutes"":[""rosemary"",""thyme"",""marjoram""],""notes"":""""},{""name"":""garlic"",""amount"":""3"",""unit"":""cloves"",""category"":""flavor"",""substitutes"":[""garlic powder"",""shallots"",""garlic paste""],""notes"":""""},{""name"":""parmesan cheese"",""amount"":""50"",""unit"":""g"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""salt"",""amount"":"""",""unit"":"""",""category"":""base"",""substitutes"":[],""notes"":""""},{""name"":""pepper"",""amount"":"""",""unit"":"""",""category"":""important"",""substitutes"":[],""notes"":""""}]","[""Roughly chop the sage"",""Finely chop the garlic"",""Cook pasta according to package instructions until al dente"",""Drain the pasta, reserving 1 cup of pasta water"",""In a large pan, melt butter over medium heat"",""Continue cooking, stirring frequently, until the butter turns golden brown and smells nutty (approx"",""3 - 5 min.)"",""Add sage and garlic and cook for approx"",""until crispy"",""Add the pasta and toss to combine, adding pasta water as needed"",""Stir in Parmesan cheese and season with salt and pepper"",""Serve immediately""]",658,25,22,90,"italian,weeknight dinner,vegetarian,main,cheese,pasta,comfort food,meatless,european,savory,for two,dairy,herbs,sauteing",https://www.kitchenstories.com/en/recipes/brown-butter-sage-pasta
Creamy pesto pasta,"This creamy pesto pasta is rich, herby, and ready in 25 minutes. The perfect marriage of pesto and cream!",easy,10,15,2,"[{""name"":""pasta"",""amount"":""250"",""unit"":""g"",""category"":""key"",""substitutes"":[""rice noodles"",""egg noodles"",""zucchini noodles"",""spaghetti squash""],""notes"":""""},{""name"":""basil pesto"",""amount"":""100"",""unit"":""g"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""heavy cream"",""amount"":""200"",""unit"":""ml"",""category"":""important"",""substitutes"":[""coconut cream"",""evaporated milk"",""half and half"",""milk and butter""],""notes"":""""},{""name"":""garlic"",""amount"":""3"",""unit"":""cloves"",""category"":""flavor"",""substitutes"":[""garlic powder"",""shallots"",""garlic paste""],""notes"":""""},{""name"":""parmesan cheese"",""amount"":""50"",""unit"":""g"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""basil"",""amount"":""5"",""unit"":""g"",""category"":""flavor"",""substitutes"":[""oregano"",""parsley"",""cilantro"",""mint""],""notes"":""""},{""name"":""olive oil"",""amount"":""2"",""unit"":""tbsp"",""category"":""base"",""substitutes"":[""vegetable oil"",""avocado oil"",""grapeseed oil"",""canola oil""],""notes"":""""},{""name"":""salt"",""amount"":"""",""unit"":"""",""category"":""base"",""substitutes"":[],""notes"":""""},{""name"":""pepper"",""amount"":"""",""unit"":"""",""category"":""important"",""substitutes"":[],""notes"":""""}]","[""Finely chop the garlic"",""Roughly chop the basil"",""Cook pasta according to package instructions until al dente"",""Drain the pasta, reserving 1 cup of pasta water"",""In a large pan, heat olive oil over medium heat"",""Add garlic and cook for approx"",""Add basil pesto and heavy cream"",""Bring to a simmer and cook for approx"",""until the sauce has thickened"",""Add the pasta and toss to combine, adding pasta water as needed"",""Stir in Parmesan cheese and season with salt and pepper"",""Serve with basil and more Parmesan cheese""]",782,29,26,108,"italian,weeknight dinner,vegetarian,main,cheese,pasta,comfort food,meatless,european,savory,for two,dairy,herbs,sauteing",https://www.kitchenstories.com/en/recipes/creamy-pesto-pasta
Carbonara,"The iconic Roman pasta! Creamy, eggy, and porky perfection. Ready in 25 minutes.",medium,10,15,4,"[{""name"":""spaghetti"",""amount"":""400"",""unit"":""g"",""category"":""key"",""substitutes"":[""linguine"",""fettuccine"",""angel hair"",""bucatini""],""notes"":""""},{""name"":""guanciale or pancetta"",""amount"":""200"",""unit"":""g"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""4 egg yolks"",""amount"":"""",""unit"":"""",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""pecorino romano cheese"",""amount"":""100"",""unit"":""g"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""black pepper"",""amount"":"""",""unit"":"""",""category"":""base"",""substitutes"":[],""notes"":""""}]","[""Cut the guanciale into small strips"",""Grate the Pecorino Romano cheese"",""In a bowl, whisk together egg yolks, Pecorino Romano cheese, and a generous amount of black pepper"",""Cook pasta according to package instructions until al dente"",""Drain the pasta, reserving 1 cup of pasta water"",""In a large pan, cook guanciale over medium heat for approx"",""until crispy"",""Remove from heat"",""Add the pasta to the pan with guanciale"",""Add the egg mixture and toss quickly, adding pasta water a little at a time until the sauce is creamy and coats the pasta"",""Season with more black pepper"",""Serve immediately""]",728,27,24,100,"italian,weeknight dinner,main,cheese,crowd pleaser,pasta,comfort food,savory,for four,dairy,pork,sauteing",https://www.kitchenstories.com/en/recipes/carbonara
Cacio e pepe,"This Roman classic is cheese, pepper, and pasta in perfect harmony. Ready in 20 minutes!",easy,5,15,2,"[{""name"":""spaghetti"",""amount"":""250"",""unit"":""g"",""category"":""key"",""substitutes"":[""linguine"",""fettuccine"",""angel hair"",""bucatini""],""notes"":""""},{""name"":""pecorino romano cheese"",""amount"":""100"",""unit"":""g"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""black pepper"",""amount"":""2"",""unit"":""tsp"",""category"":""base"",""substitutes"":[],""notes"":""""}]","[""Grate the Pecorino Romano cheese"",""Toast black pepper in a dry pan over medium heat for approx"",""until fragrant"",""Cook pasta according to package instructions until al dente"",""Drain the pasta, reserving 1 cup of pasta water"",""In a large bowl, mix together Pecorino Romano cheese and toasted black pepper"",""Add the hot pasta and toss, adding pasta water a little at a time until the cheese melts and forms a creamy sauce"",""Season with more pepper if desired"",""Serve immediately""]",612,23,20,84,"italian,weeknight dinner,vegetarian,main,cheese,pasta,comfort food,meatless,european,savory,for two,dairy,sauteing",https://www.kitchenstories.com/en/recipes/cacio-e-pepe
Aglio e olio,"The ultimate Italian pantry pasta! Garlicky, spicy, and ready in 20 minutes.",easy,5,15,2,"[{""name"":""spaghetti"",""amount"":""250"",""unit"":""g"",""category"":""key"",""substitutes"":[""linguine"",""fettuccine"",""angel hair"",""bucatini""],""notes"":""""},{""name"":""garlic"",""amount"":""6"",""unit"":""cloves"",""category"":""flavor"",""substitutes"":[""garlic powder"",""shallots"",""garlic paste""],""notes"":""""},{""name"":""olive oil"",""amount"":""80"",""unit"":""ml"",""category"":""base"",""substitutes"":[""vegetable oil"",""avocado oil"",""grapeseed oil"",""canola oil""],""notes"":""""},{""name"":""chili flakes"",""amount"":""1"",""unit"":""tsp"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""parsley"",""amount"":""5"",""unit"":""g"",""category"":""flavor"",""substitutes"":[""cilantro"",""chervil"",""celery leaves""],""notes"":""""},{""name"":""salt"",""amount"":"""",""unit"":"""",""category"":""base"",""substitutes"":[],""notes"":""""}]","[""Thinly slice the garlic"",""Roughly chop the parsley"",""Cook pasta according to package instructions until al dente"",""Drain the pasta, reserving 1 cup of pasta water"",""In a large pan, heat olive oil over medium-low heat"",""Add garlic and chili flakes and cook for approx"",""until garlic is golden (don't let it burn!)"",""Add the pasta and toss to combine, adding pasta water as needed"",""Season with salt"",""Serve with parsley""]",558,21,19,77,"italian,weeknight dinner,vegetarian,main,pasta,comfort food,meatless,european,savory,for two,lactose free,dairy free,herbs,sauteing",https://www.kitchenstories.com/en/recipes/traditional-garlic-and-olive-oil-pasta
