title,description,difficulty,prep_time,cook_time,servings,ingredients,instructions,calories,protein,fats,carbs,tags,source_url
"Lemony salmon with creamed spinach and mushrooms","Quick and easy salmon with warm creamed spinach and mushrooms.","easy",30,0,4,"[{""name"":""salmon fillets (skin-on)"",""amount"":""560"",""unit"":""g"",""category"":""key"",""substitutes"":[],""notes"":""""},{""name"":""baby spinach"",""amount"":""300"",""unit"":""g"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""mixed mushrooms"",""amount"":""350"",""unit"":""g"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""lemon"",""amount"":""1"",""unit"":"""",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""parsley"",""amount"":""2.5"",""unit"":""tbsp"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""chives"",""amount"":""1"",""unit"":""tbsp"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""garlic"",""amount"":""1"",""unit"":""clove"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""vegetable oil"",""amount"":""2"",""unit"":""tbsp"",""category"":""base"",""substitutes"":[],""notes"":""""},{""name"":""unsalted butter"",""amount"":""2"",""unit"":""tbsp"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""flour"",""amount"":""3"",""unit"":""tsp"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""milk"",""amount"":""120"",""unit"":""ml"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""salt"",""amount"":"""",""unit"":"""",""category"":""base"",""substitutes"":[],""notes"":""""}]","[""Season salmon filets generously with salt and pepper. Quarter mushrooms. Roughly chop parsley and chives. Finely slice garlic. Halve lemon, juice one half in a small bowl, and quarter the other half into wedges."",""Heat vegetable oil in a large frying pan over medium heat. When the oil is hot, add salmon to the pan, skin-side down, and let cook for approx. 3 min., or until crispy. Add butter to the pan and let fry for another 2 min. Turn off heat, flip salmon, and let cook for another 3 min., or until salmon is at your preferred doneness. Remove from pan and let rest."",""Add mixed mushrooms and sliced garlic to the same pan, and cook until mushrooms are nicely browned. Add flour and let cook for approx. 1 min longer, or until flour is browned. Add more olive oil if the pan looks dry."",""Add milk to the pan and stir until it thickens into a creamy sauce. Season with salt, pepper, and freshly grated nutmeg. Add spinach in batches. When spinach is just barely wilted, stir in chopped parsley, and finish with lemon juice."",""Serve salmon filets on a bed of warm creamed spinach and mushrooms, and a lemon wedge. Sprinkle with chopped chives. Enjoy!""]",490,35,51,14,"salmon,spinach,mushrooms,main,low-carb","https://www.kitchenstories.com/en/recipes/lemony-salmon-with-creamed-spinach-and-mushrooms"
"Parchment baked salmon with beetroot salad","French-inspired roast salmon dish wrapped in parchment paper.","easy",20,15,2,"[{""name"":""salmon fillets"",""amount"":""250"",""unit"":""g"",""category"":""key"",""substitutes"":[],""notes"":""""},{""name"":""red beets (cooked)"",""amount"":""100"",""unit"":""g"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""cream cheese"",""amount"":""40"",""unit"":""g"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""grainy mustard"",""amount"":""1"",""unit"":""tbsp"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""lemon"",""amount"":""½"",""unit"":"""",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""thyme"",""amount"":""4"",""unit"":""sprigs"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""lamb's lettuce"",""amount"":""75"",""unit"":""g"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""honey"",""amount"":""1"",""unit"":""tbsp"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""pecans"",""amount"":""40"",""unit"":""g"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""olive oil"",""amount"":""2"",""unit"":""tbsp"",""category"":""base"",""substitutes"":[],""notes"":""""},{""name"":""salt"",""amount"":"""",""unit"":"""",""category"":""base"",""substitutes"":[],""notes"":""""}]","[""Preheat the oven to 200°C/390°F top/bottom heat. Cut two thin slices from the lemon for the salmon, and juice the rest for the salad dressing. Cut the beetroots in wedges."",""Season the salmon filets all over with salt and pepper. Add cream cheese to the center of a piece of parchment paper on a baking sheet, then add grainy mustard, then place the salmon filet on top. Add one slice of lemon and 1 sprig of thyme on top of each salmon. Fold into a parcel and twist both ends to seal. Transfer to the oven, bake for approx. 14–16 min., or until the salmon is no longer translucent. Add the pecans to the baking tray and bake for the last approx. 4 min. to roast together."",""Meanwhile, finely chop the remaining thyme. For the salad dressing, mix 1 tbsp lemon juice with honey and olive oil in a bowl, season with salt and pepper. Add the beetroot, lamb's lettuce and chopped thyme to the dressing, and toss well."",""At the end of the baking time, remove everything from the oven. Roughly chop the pecans. Delicately open the parchment parcel. Serve the salmon with the salad and sprinkle with pecans.""]",663,31,52,22,"salmon,french,healthy,main","https://www.kitchenstories.com/en/recipes/parchment-baked-salmon-with-beetroot-salad"
"New England clam chowder","A rich and creamy clam chowder made with fresh clams, potatoes, and herbs.","easy",45,0,2,"[{""name"":""clams"",""amount"":""800"",""unit"":""g"",""category"":""key"",""substitutes"":[],""notes"":""""},{""name"":""potatoes (floury)"",""amount"":""300"",""unit"":""g"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""bacon"",""amount"":""30"",""unit"":""g"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""celery"",""amount"":""125"",""unit"":""g"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""flat leaf parsley"",""amount"":""20"",""unit"":""g"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""dill"",""amount"":""20"",""unit"":""g"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""fish stock"",""amount"":""400"",""unit"":""ml"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""butter"",""amount"":""1"",""unit"":""tbsp"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""flour"",""amount"":""1.5"",""unit"":""tbsp"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""cream"",""amount"":""100"",""unit"":""ml"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""milk"",""amount"":""50"",""unit"":""ml"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""lemon (juice)"",""amount"":""0.5"",""unit"":""unit"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""salt"",""amount"":"""",""unit"":"""",""category"":""base"",""substitutes"":[],""notes"":""""}]","[""Chop parsley and dill. Dice potatoes, bacon, and celery into small cubes and set aside. Wash clams thoroughly."",""In a large saucepan, heat fish broth on medium heat. Add clams and cook on low heat for approx. 1 – 2 min. Remove from broth with a slotted spoon, reserve fish stock, and separate clams from shell. Set aside."",""In another large saucepan, melt butter and fry bacon on medium-high heat until browned, approx. 2 – 3 min. Add flour, stir to combine, and cook for approx. 1 min. Add cream, potatoes, celery, and fish stock and cook until warmed through. Add milk and cook for approx. 5 more min."",""Add clams, parsley, dill, and freshly grated nutmeg to taste. Season to taste with lemon juice, salt, and pepper. Enjoy!""]",868,70,32,68,"soup,clams,american,main","https://www.kitchenstories.com/en/recipes/new-england-clam-chowder"
"Jambalaya with shrimps and smoked sausage","The famous Cajun rice dish from Louisiana.","easy",45,25,4,"[{""name"":""long-grain rice"",""amount"":""250"",""unit"":""g"",""category"":""key"",""substitutes"":[],""notes"":""""},{""name"":""shrimp"",""amount"":""500"",""unit"":""g"",""category"":""key"",""substitutes"":[],""notes"":""""},{""name"":""smoked sausages"",""amount"":""2"",""unit"":"""",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""onion"",""amount"":""1"",""unit"":"""",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""red bell pepper"",""amount"":""1"",""unit"":"""",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""celery"",""amount"":""2"",""unit"":""stalks"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""scallions"",""amount"":""4"",""unit"":"""",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""canned crushed tomatoes"",""amount"":""400"",""unit"":""g"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""chicken stock"",""amount"":""500"",""unit"":""ml"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""bay leaves"",""amount"":""2"",""unit"":"""",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""dried thyme"",""amount"":""2"",""unit"":""tsp"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""dried oregano"",""amount"":""2"",""unit"":""tsp"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""sweet paprika powder"",""amount"":""2"",""unit"":""tsp"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""cayenne pepper"",""amount"":""1"",""unit"":""tsp"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""salt"",""amount"":"""",""unit"":"""",""category"":""base"",""substitutes"":[],""notes"":""""}]","[""Dice onion and bell pepper. Thinly slice celery. Finely slice scallions and set aside for later. Slice sausages to about 5 mm thick."",""Heat olive oil in a frying pan and fry shrimps for approx 1 min. on either side. Remove from the pan and set aside. Add sliced sausage and fry until golden brown."",""Add cut vegetables to the frying pan and fry for approx. 5 min. Add rice and fry for approx. 3 min. Then add canned tomatoes, chicken stock, bay leaves, dried thyme, dried oregano, sweet paprika powder, white pepper, black pepper, cayenne pepper, and garlic powder. Season with salt. Stir until combined, then add a lid, and simmer over low heat for approx. 25 min."",""Just before the rice is done, add shrimps back to the frying pan, stir to combine, and simmer for approx. 2 min. Serve jambalaya with rice and garnish with scallions. Enjoy!""]",465,30,7,70,"rice,cajun,shrimp,main","https://www.kitchenstories.com/en/recipes/jambalaya-with-shrimps-and-smoked-sausage"
"Pan-fried pike perch over lentil salad","Pan-fried white fish served over a warm lentil salad.","medium",45,0,4,"[{""name"":""pike perch fillet"",""amount"":""500"",""unit"":""g"",""category"":""key"",""substitutes"":[""cod"",""halibut""],""notes"":""""},{""name"":""brown lentils"",""amount"":""150"",""unit"":""g"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""smoked trout fillet"",""amount"":""100"",""unit"":""g"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""spring onions"",""amount"":""2"",""unit"":"""",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""carrot"",""amount"":""1"",""unit"":"""",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""celery root"",""amount"":""60"",""unit"":""g"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""onion"",""amount"":""1"",""unit"":"""",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""potato"",""amount"":""1"",""unit"":"""",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""vegetable stock"",""amount"":""800"",""unit"":""ml"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""ginger"",""amount"":""10"",""unit"":""g"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""butter"",""amount"":""1"",""unit"":""tbsp"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""flour"",""amount"":"""",""unit"":"""",""category"":""important"",""substitutes"":[],""notes"":""for dusting""},{""name"":""salt"",""amount"":"""",""unit"":"""",""category"":""base"",""substitutes"":[],""notes"":""""}]","[""Soak lentils in cold water for at least 2 hrs. Strain and cook in water for approx. 30 min., or until softened, then strain. Meanwhile, slice the smoked trout fillet. Wash and cut spring onions into thin rings. Peel and finely dice carrot, celery root, onion, and potato."",""Heat some of the olive oil in a large pot. Sauté diced carrot, celery root, onion, and potato for approx. 2 min. Add vegetable stock and cook over medium-low heat for approx. 5 min. Add marjoram, ginger, garlic, orange peel, and cinnamon stick to the pot and cook for approx. 5 more min."",""Remove cinnamon, orange peel, garlic, and ginger from pot. Add lentils, trout fillet, and spring onions and stir to combine. Season with salt and pepper to taste. Pour away any excess stock, but leave enough to coat the lentils."",""Slice pike perch into serving sizes. Season the fillets with salt and dust with flour. Heat remaining olive oil in a frying pan. Fry the fillets skin side-down over medium heat, until the skin is crisp and golden brown. Flip and reduce the heat. Add butter and fry the fillets briefly in the butter. Remove from pan and pat any excess grease away with a paper towel."",""Serve the fillets over a bed of lentil salad. Enjoy!""]",310,32,17,7,"fish,lentils,healthy,main","https://www.kitchenstories.com/en/recipes/pan-fried-pike-perch-over-lentil-salad"
"Chinese glass noodle salad","Light and refreshing glass noodle salad with shrimp.","easy",30,0,2,"[{""name"":""glass noodles"",""amount"":""200"",""unit"":""g"",""category"":""key"",""substitutes"":[],""notes"":""""},{""name"":""shrimp"",""amount"":""10"",""unit"":"""",""category"":""key"",""substitutes"":[],""notes"":""""},{""name"":""cucumber"",""amount"":""1"",""unit"":"""",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""red onion"",""amount"":""1"",""unit"":"""",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""cilantro"",""amount"":""10"",""unit"":""g"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""garlic"",""amount"":""2"",""unit"":""cloves"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""chili pepper"",""amount"":""½"",""unit"":"""",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""toasted sesame oil"",""amount"":""4"",""unit"":""tbsp"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""fish sauce"",""amount"":""8"",""unit"":""tbsp"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""lemon juice"",""amount"":""2"",""unit"":""tbsp"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""salt"",""amount"":"""",""unit"":"""",""category"":""base"",""substitutes"":[],""notes"":""""}]","[""Chop cilantro. Peel cucumber, halve lengthwise, scoop out seeds with a spoon, and cut into slices. Peel red onion, cut in half, and thinly slice. Peel and finely chop garlic cloves. Finely slice or cut chili pepper with scissors or knife. Set aside."",""Peel and devein shrimp, add to a frying pan, and sauté in vegetable oil over medium-high heat with salt and pepper. Cook for approx. 2 – 4 min., until shrimp turn pink, then remove from heat and set aside."",""Steep glass noodles, according to package instructions, in hot water for approx. 5 – 6 min. Drain glass noodles and briefly rinse under cold water."",""In a large bowl, combine cucumber, onion, garlic, chili pepper, toasted sesame oil, fish sauce, and lemon juice and toss. Add drained glass noodles to bowl along with shrimp. Mix everything thoroughly together. If desired, add more lime juice, sesame oil, or fish sauce to taste. Top with chopped coriander, serve and enjoy!""]",462,16,27,41,"chinese,noodles,salad,shrimp,main","https://www.kitchenstories.com/en/recipes/chinese-glass-noodle-salad"
"Macaroni with shrimp, tomato, and nectarine","A delicious pasta combining succulent shrimp with fresh tomatoes and sweet nectarines.","easy",30,0,2,"[{""name"":""macaroni"",""amount"":""300"",""unit"":""g"",""category"":""key"",""substitutes"":[],""notes"":""""},{""name"":""shrimp"",""amount"":""250"",""unit"":""g"",""category"":""key"",""substitutes"":[],""notes"":""""},{""name"":""tomatoes"",""amount"":""5"",""unit"":"""",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""nectarines"",""amount"":""2"",""unit"":"""",""category"":""important"",""substitutes"":[""peaches""],""notes"":""""},{""name"":""garlic"",""amount"":""1"",""unit"":""clove"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""basil"",""amount"":""10"",""unit"":""g"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""salt"",""amount"":"""",""unit"":"""",""category"":""base"",""substitutes"":[],""notes"":""""},{""name"":""pepper"",""amount"":"""",""unit"":"""",""category"":""base"",""substitutes"":[],""notes"":""""}]","[""Cook macaroni in a large saucepan of salted boiling water for approx. 8 – 10 min., according to package instructions. Drain and set aside."",""Meanwhile, grate tomatoes on box grater, using the side with the large holes. Discard skins and stems."",""Grate nectarines into the same bowl, discarding the pits. Season with salt and pepper."",""Finely mince garlic. Thinly slice basil. Peel shrimp, devein if necessary."",""Sauté shrimp and garlic in some vegetable oil at medium-high heat for approx. 1 - 2 min. on each side. Remove from heat."",""Add macaroni as well as tomato and nectarine sauce. Toss well and heat up if desired."",""Sprinkle with basil and serve with a drizzle of olive oil. Enjoy!""]",805,49,11,125,"pasta,shrimp,summer,italian,main","https://www.kitchenstories.com/en/recipes/macaroni-with-shrimp-tomato-and-nectarine"
"Salmon and vegetables in parchment","Salmon baked in parchment with Mediterranean vegetables.","medium",20,20,2,"[{""name"":""salmon fillets"",""amount"":""280"",""unit"":""g"",""category"":""key"",""substitutes"":[],""notes"":""""},{""name"":""bell pepper (red)"",""amount"":""1"",""unit"":"""",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""zucchini"",""amount"":""½"",""unit"":"""",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""eggplant"",""amount"":""½"",""unit"":"""",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""onion"",""amount"":""1"",""unit"":"""",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""leek"",""amount"":""⅓"",""unit"":""stalk"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""lemon"",""amount"":""1"",""unit"":"""",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""almonds (slivered)"",""amount"":""20"",""unit"":""g"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""mint leaves"",""amount"":""8"",""unit"":"""",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""garlic"",""amount"":""1"",""unit"":""clove"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""rosemary"",""amount"":""2"",""unit"":"""",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""thyme"",""amount"":""2"",""unit"":"""",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""salt"",""amount"":"""",""unit"":"""",""category"":""base"",""substitutes"":[],""notes"":""""}]","[""Preheat the oven to 160°C/320°F. Cut bell pepper, zucchini and eggplant into small cubes."",""Slice onion and leek thinly."",""Marinate the sliced vegetables in a large bowl with olive oil, mint, a crushed clove of garlic, rosemary, thyme, salt, and pepper."",""Distribute the vegetables over two sheets of parchment paper. Cut salmon into portions and place on top of the vegetables. Sprinkle with salt and almond slices. Place some lemon slices on top. Fold parchment paper over and cook in oven for approx. 20 - 25 min. at 160°C/320°F. Cut the parchment paper open at the top and open slightly to serve.""]",395,34,22,12,"salmon,vegetables,en-papillote,main","https://www.kitchenstories.com/en/recipes/salmon-and-vegetables-in-parchment"
"Whole braised fish","A delicious whole fish dish braised with aromatic Chinese spices.","medium",45,23,2,"[{""name"":""sea bass (medium-sized, ready to cook)"",""amount"":""2"",""unit"":"""",""category"":""key"",""substitutes"":[],""notes"":""""},{""name"":""ginger"",""amount"":""15"",""unit"":""g"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""garlic"",""amount"":""20"",""unit"":""g"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""spring onions"",""amount"":""2"",""unit"":"""",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""egg"",""amount"":""1"",""unit"":"""",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""star anise"",""amount"":""3"",""unit"":"""",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""rock sugar (light)"",""amount"":""30"",""unit"":""g"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""red wine"",""amount"":""50"",""unit"":""ml"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""dark rice vinegar"",""amount"":""2"",""unit"":""tbsp"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""soy sauce (light)"",""amount"":""2"",""unit"":""tbsp"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""soy sauce (dark)"",""amount"":""2"",""unit"":""tbsp"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""water"",""amount"":""300"",""unit"":""ml"",""category"":""base"",""substitutes"":[],""notes"":""""}]","[""Cut ginger into thin slices. Halve garlic and cut spring onions into strips."",""Place fish onto cutting board. Working with one fish at a time, use a sharp knife to make two cuts on each side of the fish."",""Season fish with salt on each side."",""Add egg to a bowl and beat until creamy."",""Coat fish in egg."",""Preheat vegetable oil in a pan on medium-low heat. Place fish into pan and fry for approx. 1 min. on each side."",""Add sliced ginger, spring onion, garlic, star anise, and rock sugar to the pan and continue to fry for approx. 1 – 2 min."",""Deglaze with dark rice vinegar. Then add red wine, light soy sauce, and dark soy sauce. Cover and allow to cook for approx. 2 – 3 min."",""Add water to the pan. Using a spoon, cover the fish with sauce. Cover pan with a lid and allow to simmer on medium-low heat for approx. 20 – 23 min."",""Shortly before serving, add remaining egg to the pan. Allow to cook for approx. 2 – 3 min. until set. Transfer fish and egg to a serving platter, cover with spring onions, and drizzle with more sauce.""]",494,47,20,24,"chinese,whole-fish,braised,main","https://www.kitchenstories.com/en/recipes/whole-braised-fish"
"Fish and chips","A classic British dish made with battered cod and crispy potatoes.","medium",45,0,4,"[{""name"":""cod fillets"",""amount"":""300"",""unit"":""g"",""category"":""key"",""substitutes"":[""haddock""],""notes"":""""},{""name"":""potatoes"",""amount"":""500"",""unit"":""g"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""flour"",""amount"":""100"",""unit"":""g"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""beer"",""amount"":""125"",""unit"":""ml"",""category"":""important"",""substitutes"":[""sparkling water""],""notes"":""""},{""name"":""egg yolks"",""amount"":""5"",""unit"":"""",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""egg"",""amount"":""1"",""unit"":"""",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""mustard"",""amount"":""1"",""unit"":""tbsp"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""rapeseed oil"",""amount"":""120"",""unit"":""ml"",""category"":""base"",""substitutes"":[],""notes"":""""},{""name"":""anchovy fillets"",""amount"":""2"",""unit"":"""",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""gherkins"",""amount"":""50"",""unit"":""g"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""lemon"",""amount"":""½"",""unit"":"""",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""salt"",""amount"":"""",""unit"":"""",""category"":""base"",""substitutes"":[],""notes"":""""}]","[""Cut cod into sticks."",""Use slicer or a sharp knife to cut potatoes into thin slices."",""Finely chop anchovy, gherkins, and green herbs."",""Add water to saucepan and bring to a boil. Cook egg in boiling water until hard boiled, approx. 8 – 10 min. Then remove from water, hold under cold water, peel, and dice. Set aside."",""For the batter, whisk together egg yolks, flour, and beer in a large bowl. Season with salt and pepper and set aside."",""For the remoulade, whisk egg yolk and mustard together."",""Gradually pour in oil in a fine stream while whisking constantly."",""Season to taste with salt and pepper. Squeeze in lemon juice and set aside."",""Add sardines, gherkins, fresh herbs, and hard-boiled egg to the remoulade and whisk to combine. Season with salt and pepper to taste. Store in fridge until ready to use."",""Heat a generous amount of vegetable oil into a small saucepan. Add potatoes and cook until golden, approx. 2 – 3 min. Remove from oil and transfer to a paper towel-lined plate."",""Dip fish sticks into batter so that they are evenly coated."",""Heat plenty of vegetable oil in a saucepan. Carefully add breaded fish to oil and continue to cook until golden, approx. 6 – 8 min. Serve immediately with remoulade.""]",625,81,43,133,"fish-and-chips,british,fried,main","https://www.kitchenstories.com/en/recipes/fish-and-chips"
"Linguine with lobster","Simple and elegant linguine with butter and lobster.","easy",20,0,2,"[{""name"":""linguine"",""amount"":""250"",""unit"":""g"",""category"":""key"",""substitutes"":[],""notes"":""""},{""name"":""lobster (pre-cooked)"",""amount"":""1"",""unit"":"""",""category"":""key"",""substitutes"":[],""notes"":""""},{""name"":""garlic"",""amount"":""1"",""unit"":""clove"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""basil"",""amount"":""10"",""unit"":""g"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""butter"",""amount"":""90"",""unit"":""g"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""lemon (juice)"",""amount"":""1"",""unit"":"""",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""salt"",""amount"":"""",""unit"":"""",""category"":""base"",""substitutes"":[],""notes"":""""},{""name"":""pepper"",""amount"":"""",""unit"":"""",""category"":""base"",""substitutes"":[],""notes"":""""}]","[""Finely chop garlic and basil. Roughly cut lobster into bite-sized pieces."",""In a large saucepan, cook linguine in salted boiling water over medium heat for approx. 7 – 12 min. until al dente. Drain and set aside. Reserve a small amount of pasta water for step 4."",""In a large frying pan, sauté lobster in butter over medium heat for approx. 3 – 5 min."",""Add cooked pasta, a bit of pasta water, garlic, lemon juice, and basil to the lobster and stir to thoroughly combine. Season to taste with salt and pepper. Transfer to a plate for serving. Enjoy!""]",673,45,44,24,"lobster,pasta,italian,luxe,main","https://www.kitchenstories.com/en/recipes/linguine-with-lobster"
"Shrimp pad thai","Skip take-out tonight and heat up the wok for a homemade pad thai.","easy",40,0,4,"[{""name"":""jumbo shrimp"",""amount"":""12"",""unit"":"""",""category"":""key"",""substitutes"":[],""notes"":""""},{""name"":""broad rice noodles"",""amount"":""240"",""unit"":""g"",""category"":""key"",""substitutes"":[],""notes"":""""},{""name"":""tamarind paste"",""amount"":""1"",""unit"":""tbsp"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""water (warm)"",""amount"":""80"",""unit"":""ml"",""category"":""base"",""substitutes"":[],""notes"":""""},{""name"":""garlic"",""amount"":""4"",""unit"":""cloves"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""eggs"",""amount"":""4"",""unit"":"""",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""scallions"",""amount"":""5"",""unit"":"""",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""roasted peanuts"",""amount"":""125"",""unit"":""g"",""category"":""important"",""substitutes"":[],""notes"":""""},{""name"":""limes"",""amount"":""2"",""unit"":"""",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""fish sauce"",""amount"":""100"",""unit"":""ml"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""raw sugar"",""amount"":""75"",""unit"":""g"",""category"":""flavor"",""substitutes"":[],""notes"":""""},{""name"":""soy sprouts"",""amount"":""100"",""unit"":""g"",""category"":""important"",""substitutes"":[],""notes"":""""}]","[""Mix the tamarind paste with the warm water until the paste dissolves, and set aside. Peel and mince the garlic. Crack the eggs into a bowl. Thinly slice scallions, roughly chop peanuts, and cut limes into wedges."",""Place the noodles in a large heatproof bowl and cover with warm water. Let sit for approx. 10 - 15 min., or until soft. Then drain and toss with half of the vegetable oil to prevent sticking."",""Combine fish sauce, tamarind water, and raw sugar in a saucepan over low heat. Remove from heat once sugar is dissolved."",""Add remaining oil to a wok over high heat. Add prawns and stir fry for 2 min. Then add garlic and stir together until prawns are nearly cooked through. Push them to the side and add the eggs. Scramble until cooked nearly through, and push to the side."",""Transfer noodles to the wok and add some water. Stir fry until the water is nearly gone, then add the tamarind sauce and toss everything gently. Let cook for approx. 3 min."",""Add bean sprouts, most of the scallions, and peanuts and toss until well combined. Season to taste with more fish sauce and sugar. Serve immediately with remaining scallions and lime wedges.""]",818,25,45,83,"thai,pad-thai,noodles,shrimp,main","https://www.kitchenstories.com/en/recipes/shrimp-pad-thai"
